author,content,date,image,image_content,tag,title,url
Redacción,,"Miércoles, 05 de Mayo de 2021",,Noticias de la actualidad científica y tecnológica del 30 de abril de 2021.,Video,"Noticias de la Ciencia y la Tecnología, 30 de Abril de 2021",https://noticiasdelaciencia.com/art/41667/noticias-de-la-ciencia-y-la-tecnologia-30-de-abril-de-2021
,,"Martes, 01 de Febrero de 2011",,,,Entrevistas anteriores,https://noticiasdelaciencia.com/art/321/entrevistas-anteriores
Redacción,,"Lunes, 19 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/9419_nuevo-linaje-de-la-bacteria-de-la-tuberculosis.jpg,Mireia Coscollá (Foto: I2SysBio / UV / CSIC),Medicina,Nuevo linaje de la bacteria de la tuberculosis,https://noticiasdelaciencia.com/art/41538/nuevo-linaje-de-la-bacteria-de-la-tuberculosis
Redacción,,"Martes, 30 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/9529_hormigas-para-proteger-olivos.jpg,"En este tronco de olivo, puede verse una hormiga matando a un insecto dañino para el árbol. (Foto: Fundación Descubre)",Agricultura,Hormigas para proteger olivos,https://noticiasdelaciencia.com/art/41403/hormigas-para-proteger-olivos
Redacción,,"Viernes, 26 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/1605_un-proyecto-de-medio-ambiente-protegera-la-costa-sur-de-cuba.jpg,Los manglares están presentes en el 70% de las costas cubanas. Las comunidades del litoral participan en una iniciativa para regenerarlos. (Foto: PNUD Cuba),Ecología,Un proyecto de medio ambiente protegerá la costa sur de Cuba frente al cambio climático,https://noticiasdelaciencia.com/art/41380/un-proyecto-de-medio-ambiente-protegera-la-costa-sur-de-cuba-frente-al-cambio-climatico
Redacción,,"Jueves, 04 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/1687_solucionado-el-obstaculo-tecnico-que-impedia-la-viabilidad.jpg,"Los autores del nuevo estudio han comprobado que sometiendo una forma inservible de perovskita de haluro de plomo a una presión y temperatura lo bastante elevadas en una celda de yunque de diamante (izquierda) se obtiene una forma de perovskita conocida como “perovskita negra"" (derecha) que es lo suficientemente estable para aplicaciones de energía solar a temperatura ambiente. (Imagen: Greg Stewart / SLAC National Accelerator Laboratory)",Energía solar,Solucionado el obstáculo técnico que impedía la viabilidad de unos paneles solares mucho más baratos,https://noticiasdelaciencia.com/art/40974/solucionado-el-obstaculo-tecnico-que-impedia-la-viabilidad-de-unos-paneles-solares-mucho-mas-baratos
Redacción,,"Martes, 27 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/3522_detectar-y-cuantificar-con-un-analisis-de-sangre-la-depresion.jpg,El Dr. Alexander B. Niculescu. (Foto: IU School of Medicine),Psicología,Detectar y cuantificar con un análisis de sangre la depresión,https://noticiasdelaciencia.com/art/41604/detectar-y-cuantificar-con-un-analisis-de-sangre-la-depresion
Redacción,,"Martes, 09 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/5756_modulos-solares-de-perovskita-con-mayor-tamano.jpg,"A la izquierda, película de perovskita para módulo solar fabricada mediante el procedimiento tradicional. A la derecha, la versión fabricada mediante la nueva técnica. (Imágenes: OIST. ,)",Energía solar,"Módulos solares de perovskita con mayor tamaño, potencia y estabilidad",https://noticiasdelaciencia.com/art/41014/modulos-solares-de-perovskita-con-mayor-tamano-potencia-y-estabilidad
Redacción,,"Lunes, 08 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/8053_hacia-un-rendimiento-mucho-mayor-de-la-obtencion-de-hidrogeno.jpg,"En esta imagen obtenida mediante microscopio electrónico, se aprecia una película de alfa-SnWO4 recubierta con 20 nanómetros de NiOx. En la interfase entre el alfa-SnWO4 y el NiOx, puede observarse una capa adicional de interfase. (Imagen: HZB)",Energía,Hacia un rendimiento mucho mayor de la obtención de hidrógeno a partir de agua y energía solar,https://noticiasdelaciencia.com/art/41001/hacia-un-rendimiento-mucho-mayor-de-la-obtencion-de-hidrogeno-a-partir-de-agua-y-energia-solar
Redacción,,"Martes, 16 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/5529_hacia-una-implantacion-masiva-y-barata.jpg,Momento de uno de los experimentos realizados en el marco de esta línea de investigación y desarrollo. (Imagen: David Fermin),Energía solar,¿Hacia una implantación masiva y barata de dispositivos fotovoltaicos de película fina?,https://noticiasdelaciencia.com/art/41066/hacia-una-implantacion-masiva-y-barata-de-dispositivos-fotovoltaicos-de-pelicula-fina
Redacción,,"Lunes, 22 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/4409_estructura-mejorada-para-las-celulas-solares-de-tipo-perovskita.jpg,Prototipo de módulo solar de perovskita. (Foto: Sergey Gnuskov / NUST MISiS),Energía solar,Estructura mejorada para las células solares de tipo perovskita,https://noticiasdelaciencia.com/art/41115/estructura-mejorada-para-las-celulas-solares-de-tipo-perovskita
Redacción,,"Martes, 23 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/6032_nueva-tecnologia-para-aprovechar-el-exceso-de-energia.jpg,El nuevo dispositivo gestiona eficientemente el exceso de energía generado en las placas solares. (Foto: UPC),Energía solar,Nueva tecnología para aprovechar el exceso de energía generada por las placas solares,https://noticiasdelaciencia.com/art/41122/nueva-tecnologia-para-aprovechar-el-exceso-de-energia-generada-por-las-placas-solares
Redacción,,"Lunes, 01 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/6040_celdas-solares-organicas.jpg,,Energía solar,¿Cuál es la función de las celdas solares en una instalación solar?,https://noticiasdelaciencia.com/art/41168/cual-es-la-funcion-de-las-celdas-solares-en-una-instalacion-solar
Redacción,,"Martes, 13 de Abril de 2021",,,Tecnología,El Big Data como disciplina esencial en la era de la información digital,https://noticiasdelaciencia.com/art/41487/el-big-data-como-disciplina-esencial-en-la-era-de-la-informacion-digital
Redacción,,"Miércoles, 14 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/9548_energizar-los-dispositivos-que-llevamos-puestos.jpg,"El nuevo sistema aprovecha la energía de las ondas de radio del entorno para energizar dispositivos ponibles. (Imagen: Larry Cheng, Penn State)",Energía,Energizar los dispositivos que llevamos puestos mediante las ondas de radio del entorno,https://noticiasdelaciencia.com/art/41493/energizar-los-dispositivos-que-llevamos-puestos-mediante-las-ondas-de-radio-del-entorno
Redacción,,"Lunes, 19 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/68_robot-sin-cerebro-que-obtiene-su-energia-del-metal.jpg,El nuevo robot puede seguir una pista de metal sin requerir ordenador ni batería. (Foto: University of Pennsylvania),Robótica,Robot sin cerebro que obtiene su energía del metal,https://noticiasdelaciencia.com/art/41536/robot-sin-cerebro-que-obtiene-su-energia-del-metal
Redacción,,"Martes, 20 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/8462_avance-conjunto-en-biotintas-y-bioimpresoras.jpg,Sistema de bioimpresión 3D de alta resolución. (Foto: © UpNano GmbH),Ingeniería,Avance conjunto en biotintas y bioimpresoras para construcción 3D con células vivas,https://noticiasdelaciencia.com/art/41548/avance-conjunto-en-biotintas-y-bioimpresoras-para-construccion-3d-con-celulas-vivas
Redacción,,"Jueves, 22 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/4862_nueva-clase-de-musculos-artificiales.jpg,"En el extremo izquierdo, la forma polimérica básica. Justo a su derecha, tubos poliméricos simples. El resto de imágenes son de los distintos actuadores creados por Shafer y sus colegas para conformar los nuevos músculos artificiales. (Imágenes: Northern Arizona University)",Robótica,Nueva clase de músculos artificiales,https://noticiasdelaciencia.com/art/41566/nueva-clase-de-musculos-artificiales
Redacción,,"Viernes, 23 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/4069_inteligencia-artificial-para-catalogar-ceramica-iberica.jpg,Muestras de perfiles de alfarería ibérica de torno recogidas en varios yacimientos arqueológicos situados en el valle alto del río Guadalquivir (España). (Foto: Fundación Descubre),Arqueología,Inteligencia artificial para catalogar cerámica ibérica de yacimientos arqueológicos,https://noticiasdelaciencia.com/art/41585/inteligencia-artificial-para-catalogar-ceramica-iberica-de-yacimientos-arqueologicos
Redacción,,"Lunes, 26 de Abril de 2021",, ,Internet,Sitios web y qué es el web hosting,https://noticiasdelaciencia.com/art/41594/sitios-web-y-que-es-el-web-hosting
Redacción,,"Martes, 27 de Abril de 2021",,,Tecnología,Intereses fijos en criptomonedas con tecnología blockchain,https://noticiasdelaciencia.com/art/41598/intereses-fijos-en-criptomonedas-con-tecnologia-blockchain
Redacción,,"Martes, 27 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/8691_geografia-fake-indetectable.jpg,"Esta imagen pretende ser una foto de una zona de Tacoma. En realidad, se trata de una imagen simulada, creada mediante la transferencia de patrones visuales de Pekín a un mapa de un barrio real de Tacoma. (Imagen: Zhao et al., Cartography and Geographic Information Science)",Computación,Geografía “fake” indetectable: inteligencia artificial para falsificar fotos por satélite,https://noticiasdelaciencia.com/art/41603/geografia-fake-indetectable-inteligencia-artificial-para-falsificar-fotos-por-satelite
Redacción,,"Jueves, 29 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/2690_hacia-un-nuevo-tipo-de-lampara-led.jpg,Este prototipo de lámpara LED crea una luz blanca y cálida en la que no hay la presencia excesiva del componente azul que puede causar problemas de salud. (Foto: Jakoah Brgoch),Ingeniería,Hacia un nuevo tipo de lámpara LED que no nos desvele por la noche,https://noticiasdelaciencia.com/art/41627/hacia-un-nuevo-tipo-de-lampara-led-que-no-nos-desvele-por-la-noche
Redacción,,"Miércoles, 28 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/5837_hacia-el-dron-libelula.jpg,"El diseño del dron con alas batientes se ha basado, entre otras cosas, en estudiar modelos artificiales de alas de libélulas. (Foto: University of South Australia)",Robótica,Hacia el dron libélula,https://noticiasdelaciencia.com/art/41616/hacia-el-dron-libelula
Redacción,,"Martes, 13 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/3660_computacion-cuantica-de-gran-potencia-usando-fibra-optica.jpg,El equipo del NIST midió y controló con éxito un qubit superconductor utilizando fibra óptica (indicada por la flecha) en vez de cables eléctricos metálicos. (Imagen: Lecocq / NIST),Computación,¿Computación cuántica de gran potencia usando fibra óptica?,https://noticiasdelaciencia.com/art/41488/computacion-cuantica-de-gran-potencia-usando-fibra-optica
Redacción,,"Lunes, 19 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/7858_computacion-cuantica-mediante-chips-de-silicio-normales.jpg,Parte del equipamiento utilizado en los experimentos. (Foto: A. Abrusci / UCL),Computación,¿Computación cuántica mediante chips de silicio normales?,https://noticiasdelaciencia.com/art/41533/computacion-cuantica-mediante-chips-de-silicio-normales
Redacción,,"Jueves, 15 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/619_las-lentes-de-contacto-del-manana.jpg,"Todo apunta a que en el futuro veremos a las lentes de contacto catapultadas hacia multitud de aplicaciones más allá de la tradicional de corregir unos pocos defectos de visión. Detectar enfermedades y tratarlas, así como servir de pantallas digitales, son solo algunas de estas aplicaciones futuras pronosticadas. (Imagen: Centre for Ocular Research & Education (CORE))",Óptica,Las lentes de contacto del mañana,https://noticiasdelaciencia.com/art/41507/las-lentes-de-contacto-del-manana
Redacción,,"Miércoles, 21 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/3597_metamaterial-blando-con-capacidad-de-computacion.jpg,"Recreación artística del concepto de los nuevos metamateriales mecánicos blandos que son capaces de ""pensar"" sobre cómo les aplican fuerzas y responder a ellas mediante reacciones preprogramadas. (Imagen: Elizabeth Flores-Gomez Murray / Penn State)",Ciencia de los materiales,Metamaterial blando con capacidad de computación,https://noticiasdelaciencia.com/art/41553/metamaterial-blando-con-capacidad-de-computacion
Redacción,,"Martes, 20 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/5036_hablar-con-robots-militares.jpg,La nueva línea de investigación y desarrollo busca lograr que los robots y otros sistemas autónomos complejos del ámbito militar dispongan de mayor flexibilidad a la hora de interpretar lo que un soldado les dice y de decidir cómo responder. (Foto: 1st Lt. Angelo Mejia),Robótica,Hablar con robots militares,https://noticiasdelaciencia.com/art/41544/hablar-con-robots-militares
Redacción,,"Jueves, 22 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/8131_supercondensadores-de-grafeno-cual-es-su-futuro.jpg,El nuevo estudio profundiza en las perspectivas de futuro de los supercondensadores de grafeno. (Imagen: UPM),Energía,Supercondensadores de grafeno: ¿cuál es su futuro?,https://noticiasdelaciencia.com/art/41572/supercondensadores-de-grafeno-cual-es-su-futuro
Redacción,,"Lunes, 26 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/6217_hacen-audible-lo-que-piensa-un-robot.jpg,"El robot Pepper afrontando un dilema. A la izquierda aparece dudando sobre si realizar o no una acción. A la derecha se muestran las líneas de código ejecutándose mientras “piensa” cómo resolver el dilema. (Imágenes: Antonio Chella, Arianna Pipitone)",Robótica,Hacen audible lo que “piensa” un robot,https://noticiasdelaciencia.com/art/41587/hacen-audible-lo-que-piensa-un-robot
Redacción,,"Lunes, 26 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/8751_minusculos-ciborgs-acuaticos-capaces-de-aprender-por-si-mismos.jpg,Un biobot de este tipo mide poco más de un centímetro de longitud. (Foto: IBEC),Robótica,Minúsculos cíborgs acuáticos capaces de “aprender” por sí mismos,https://noticiasdelaciencia.com/art/41597/minusculos-ciborgs-acuaticos-capaces-de-aprender-por-si-mismos
Redacción,,"Martes, 27 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/2709_hacia-robots-industriales-mas-versatiles.jpg,"Hongyi Liu prueba la nueva capacidad de interacción de un brazo robótico industrial colocando su mano en su trayectoria. Ante una situación así, el brazo industrial no se detiene sino que aminora su velocidad y pasa cuidadosamente por debajo de la mano. (Foto: Hongyi Liu)",Robótica,Hacia robots industriales más versátiles en sus interacciones con humanos,https://noticiasdelaciencia.com/art/41601/hacia-robots-industriales-mas-versatiles-en-sus-interacciones-con-humanos
Redacción,,"Miércoles, 28 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/7319_inversion2.jpg,"La pandemia produjo estragos en la economía doméstica de muchísimas personas, profesionales y autónomos que debieron interrumpir sus actividades y posponer sus proyectos. Sin embargo, existen varias alternativas si, La más elegida es el préstamo online, una herramienta pensada para estas situaciones.,El efecto de la recesión económica producto de la pandemia dejó secuelas en todos los ámbitos de la actividad comercial y productiva. No solo ,, sino que el , de una u otra manera por la reducción de horarios o directamente por el despido. De manera análoga, ,.,Frente a este panorama, el grueso de las personas que eligieron una financiación controlada que pudiera solventar sus actividades. Esto es, solicitando , y ,. La versatilidad de estas herramientas las convierte en una, para cualquier tipo de necesidad o urgencia; desde la , hasta el ,, , o incluso para ,. Lo que hace que estos préstamos sean tan convenientes es lo ,.,Existe una gran oferta de este tipo de préstamos. Justamente por ello, ,. Sin embargo, como se trata de montos relativamente bajos y probabilidad de impago muy baja, los prestadores ofrecen , para ganarse la aprobación y la preferencia del usuario.,Lo que se acostumbra es ingresar a un , y filtrar la búsqueda. ,. El comparador coteja dicha información con las ofertas disponibles en el mercado y arroja la que mejor se adapte a su perfil. De esta manera ,.,Como sucede con las condiciones, los , que se contrate. Por lo general, se solicitan:,Si además contamos con algún ,, entre otros similares, se puede , y, —cancelación anticipada, plazos más largos, etc.—. Por otro lado, ,. Esto se debe a que este tipo de préstamos, al tratarse de montos bajos, no suponen un riesgo para los prestadores., ,Los préstamos online son la mejor alternativa si ,. Se trata de la acreditación de sumas relativamente bajas de dinero de manera rápida y sencilla. Estos contemplan las necesidades particulares del solicitante y ofrecen condiciones de pago que le permiten solventar imprevistos y una multitud de actividades y proyectos.",Internet,"Préstamos online, la mejor opción para conseguir dinero rápido",https://noticiasdelaciencia.com/art/41610/prestamos-online-la-mejor-opcion-para-conseguir-dinero-rapido
Redacción,,"Martes, 23 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/5520_analizan-procesos-de-celulas-solares-organicas.jpg,Parte de las instalaciones del FLASH. (Foto: © DESY / Heiner Mueller-Elsner),Energía solar,Analizan procesos de células solares orgánicas en la escala del femtosegundo,https://noticiasdelaciencia.com/art/41341/analizan-procesos-de-celulas-solares-organicas-en-la-escala-del-femtosegundo
Redacción,,"Jueves, 29 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/67_hacer-que-las-incrustaciones-en-intercambiadores.jpg,"Cuando los investigadores empezaron a estudiar el modo en que las sales se cristalizan en determinadas superficies, descubrieron que el proceso producía repetidamente formas predecibles con múltiples “patas”. (Foto: Cortesía de los investigadores. ,)",Ingeniería,Hacer que las incrustaciones en intercambiadores de calor se desprendan solas,https://noticiasdelaciencia.com/art/41624/hacer-que-las-incrustaciones-en-intercambiadores-de-calor-se-desprendan-solas
Redacción,,"Viernes, 19 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/4957_fabricar-a-gran-escala-y-bajo-coste-celulas-solares-de-perovskita.jpg,El nuevo proceso para crear células solares de perovskita de alto rendimiento es barato y muy adecuado para su adaptación a la producción comercial. (Imagen: Los Alamos National Laboratory),Energía solar,Fabricar a gran escala y bajo coste células solares de perovskita,https://noticiasdelaciencia.com/art/41320/fabricar-a-gran-escala-y-bajo-coste-celulas-solares-de-perovskita
Redacción,,"Viernes, 26 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/4414_centrales-solares-flotantes.jpg,"Las centrales solares flotantes podrían ayudar a proteger los lagos y embalses de algunos de los efectos perjudiciales del cambio climático global, según el nuevo estudio. (Foto: Giles Exley)",Energía solar,Centrales solares flotantes,https://noticiasdelaciencia.com/art/41374/centrales-solares-flotantes
Redacción,,"Viernes, 09 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/5181_carburo-de-silicio-cubico-para-obtener-combustible-de-hidrogeno.jpg,Carburo de silicio cúbico en agua. (Imagen: Thor Balkhed / LiU),Energía solar,Carburo de silicio cúbico para obtener combustible de hidrógeno del agua con ayuda de la energía solar,https://noticiasdelaciencia.com/art/41468/carburo-de-silicio-cubico-para-obtener-combustible-de-hidrogeno-del-agua-con-ayuda-de-la-energia-solar
Redacción,,"Lunes, 29 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/4198_rentabilidad-baterias-fotovoltaica.jpg,,Energía solar,¿Qué papel juegan las baterías solares en una instalación fotovoltaica?,https://noticiasdelaciencia.com/art/41391/que-papel-juegan-las-baterias-solares-en-una-instalacion-fotovoltaica
Redacción,,"Jueves, 04 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/7141_electronica-en-baldosas-a-la-intemperie.jpg,"Javier Orozco-Messana (Izquierda) e Ian Fausto Zanchetta Chittka, de la UPV. (Foto: UPV)",Energía solar,"Electrónica en baldosas a la intemperie, el nuevo reto de la energía solar",https://noticiasdelaciencia.com/art/41201/electronica-en-baldosas-a-la-intemperie-el-nuevo-reto-de-la-energia-solar
Redacción,,"Lunes, 26 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/8401_cabello-humano-nanopuntos-de-carbono.jpg,Hongxia Wang. (Foto: QUT),Energía solar,"Cabello humano, nanopuntos de carbono y células solares de perovskita",https://noticiasdelaciencia.com/art/41592/cabello-humano-nanopuntos-de-carbono-y-celulas-solares-de-perovskita
Redacción,,"Jueves, 04 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/8873_paneles-solares-en-barreras-acusticas-viarias.jpg,Instalación realizada en el Campus Las Lagunillas de Jaén. (Foto: UJA),Energía solar,Paneles solares en barreras acústicas viarias,https://noticiasdelaciencia.com/art/40977/paneles-solares-en-barreras-acusticas-viarias
Redacción,,"Lunes, 15 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/2817_estructuras-diminutas-en-3d-para-aumentar-la-eficiencia.jpg,"Esta representación esquemática muestra la nueva estructura: las franjas de óxido de níquel discurren perpendiculares a las capas del material principal, sirviendo de vía de paso para los electrones. (Imagen: Lutz Mühlenbein)",Energía solar,Estructuras diminutas en 3D para aumentar la eficiencia de paneles solares,https://noticiasdelaciencia.com/art/41050/estructuras-diminutas-en-3d-para-aumentar-la-eficiencia-de-paneles-solares
Redacción,,"Lunes, 22 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/8289_conexion-paralelo.jpg,,Energía solar,¿Qué tipos de conexiones para los paneles solares existen?,https://noticiasdelaciencia.com/art/41104/que-tipos-de-conexiones-para-los-paneles-solares-existen
Redacción,,"Martes, 09 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/2271_disenan-una-estructura-nanometrica-que-mejora-la-eficiencia-de-celulas-solares.jpg,El patrón que plantean los investigadores se basa en esferas de óxido de zinc de 210 nanómetros de radio depositadas sobre cruces en una capa delgada sobre las células solares de silicio. (Imagen: UC3M),Energía solar,Diseñan una estructura nanométrica que mejora la eficiencia de células solares,https://noticiasdelaciencia.com/art/41006/disenan-una-estructura-nanometrica-que-mejora-la-eficiencia-de-celulas-solares
Redacción,,"Martes, 23 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/4966_paneles-solares-flexibles-y-doblables.jpg,Lograr paneles solares flexibles y del todo doblables ha sido durante mucho tiempo una meta muy difícil. (Imagen: Pusan National University),Energía solar,Paneles solares flexibles y doblables,https://noticiasdelaciencia.com/art/41117/paneles-solares-flexibles-y-doblables
Redacción,,"Miércoles, 24 de Febrero de 2021",https://noticiasdelaciencia.com/upload/images/02_2021/3673_concentradores-solares-luminiscentes.jpg,Los paneles semitransparentes para ventanas redirigen la luz solar o la luz artificial de interiores hacia las bandas de células solares situadas en los bordes de las ventanas. La capa central en cada panel es un polímero conjugado que sirve de guía de ondas. (Imagen: Yilin Li / Rice University),Energía solar,"Concentradores solares luminiscentes, electricidad a partir de luz exterior e interior",https://noticiasdelaciencia.com/art/41131/concentradores-solares-luminiscentes-electricidad-a-partir-de-luz-exterior-e-interior
Redacción,,"Lunes, 22 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/1733_inteligencia-artificial-para-mejorar-celulas-solares-organicas.jpg,Componente de dispositivo fotovoltaico para el que se diseñó el polímero mediante aprendizaje automático. (Foto: Osaka University),Energía solar,Inteligencia artificial para mejorar células solares orgánicas,https://noticiasdelaciencia.com/art/41333/inteligencia-artificial-para-mejorar-celulas-solares-organicas
Redacción,,"Lunes, 01 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/3031_sistema-inteligente-que-detecta-anomalias-en-instalaciones-fotovoltaicas.jpg,El nuevo sistema matemático inteligente es capaz de detectar anomalías en la generación fotovoltaica de energía. (Foto: UCA),Energía solar,Sistema inteligente que detecta anomalías en instalaciones fotovoltaicas,https://noticiasdelaciencia.com/art/41170/sistema-inteligente-que-detecta-anomalias-en-instalaciones-fotovoltaicas
Redacción,,"Lunes, 15 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/1137_calculos-mas-precisos-de-la-eficiencia-cuantica-de-fotoluminiscencia.jpg,"En términos de eficiencia, las células solares de perovskita han alcanzado a las de silicio, pero algunas de sus propiedades aún no se conocen del todo. (Foto: Markus Breig, KIT)",Energía solar,Cálculos más precisos de la eficiencia cuántica de fotoluminiscencia en perovskitas,https://noticiasdelaciencia.com/art/41276/calculos-mas-precisos-de-la-eficiencia-cuantica-de-fotoluminiscencia-en-perovskitas
Redacción,,"Martes, 13 de Abril de 2021",https://noticiasdelaciencia.com/upload/images/04_2021/7844_hacia-la-era-de-las-celulas-solares-organicas.jpg,Parte de un sistema láser de pulsos ultracortos utilizado por los investigadores en el Departamento de Física del Politécnico de Milán en Italia para estudiar las células fotovoltaicas. (Imagen: Politecnico di Milano),Energía solar,Hacia la era de las células solares orgánicas,https://noticiasdelaciencia.com/art/41483/hacia-la-era-de-las-celulas-solares-organicas
Redacción,,"Miércoles, 24 de Marzo de 2021",https://noticiasdelaciencia.com/upload/images/03_2021/3721_predecir-la-radiacion-solar-para-mejorar-la-gestion-de-las-plantas-fotovoltaicas.jpg,"Imagen del grupo de investigación AYRNA, responsable del estudio. (Foto: UCO)",Energía solar,Predecir la radiación solar para mejorar la gestión de las plantas fotovoltaicas,https://noticiasdelaciencia.com/art/41361/predecir-la-radiacion-solar-para-mejorar-la-gestion-de-las-plantas-fotovoltaicas
